TreeID,StandID,Plot,Tag,TempID,PrevYear,Species,PrevStatus,PrevDBH,PrevMS,PrevRT,PrevLA,PrevComments
GP01000100540,GP01,1,1127,GP011127,2015,TSHE,6,6.4,,,,
GP01000100541,GP01,1,1146,GP011146,2015,ACMA3,6,5.9,,,,
GP01000100542,GP01,1,1147,GP011147,2015,ACMA3,6,5.6,,,,
GP01000100560,GP01,1,1148,GP011148,2015,ACMA3,1,5.3,1,1,0,
GP01000100543,GP01,1,1149,GP011149,2010,TSHE,6,5.4,,,,
GP01000100544,GP01,1,1150,GP011150,2015,TSHE,1,6.6,1,1,0,
GP01000100545,GP01,1,1151,GP011151,2015,ACMA3,6,5.6,,,,
GP01000100546,GP01,1,1152,GP011152,2015,TSHE,6,5.3,,,,
GP01000100547,GP01,1,1153,GP011153,2015,ACMA3,1,10.4,1,1,5,
GP01000100548,GP01,1,1154,GP011154,2015,ACMA3,1,7.9,1,1,0,
GP01000100549,GP01,1,1155,GP011155,2015,ACMA3,1,7.6,1,1,40,
GP01000100550,GP01,1,1156,GP011156,2015,ACMA3,1,10.5,1,1,10,
GP01000100551,GP01,1,1157,GP011157,2015,ACMA3,1,7.2,1,1,0,"crooks on bole, ddc, conu not acma!"
GP01000100552,GP01,1,1158,GP011158,2015,CONU4,1,5.9,1,1,5,conu! ddc
GP01000100553,GP01,1,1159,GP011159,2015,TSHE,1,18.4,1,1,0,
GP01000100554,GP01,1,1160,GP011160,2015,ACMA3,1,7.9,1,1,0,
GP01000100555,GP01,1,1161,GP011161,2015,TSHE,1,11.7,1,1,0,
GP01000100556,GP01,1,1162,GP011162,2015,CONU4,1,5.4,1,1,0,ddc
GP01000100557,GP01,1,1173,GP011173,2015,ACMA3,1,12.5,1,1,5,
GP01000100558,GP01,1,1174,GP011174,2015,ACMA3,1,14.3,1,1,0,
GP01000100559,GP01,1,1175,GP011175,2015,TSHE,6,5.1,,,,
GP01000100561,GP01,1,1188,GP011188,2015,ACMA3,1,6.8,1,1,20,
GP01000100562,GP01,1,1189,GP011189,2015,ACMA3,1,12.2,1,1,0,
GP01000100563,GP01,1,1190,GP011190,2015,ACMA3,9,6.7,,,,"found down stem and crook, that fits loc, size, but no tag"
GP01000100564,GP01,1,1191,GP011191,2015,ACMA3,1,6.3,1,1,0,ddc
GP01000100565,GP01,1,1192,GP011192,2015,TSHE,1,9,1,1,0,
GP01000100566,GP01,1,1193,GP011193,2015,ACMA3,6,8.1,,,,
GP01000100567,GP01,1,1194,GP011194,2015,ACMA3,1,10.2,1,1,5,
GP01000100568,GP01,1,1195,GP011195,2015,ACMA3,1,8.2,1,1,10,ddc
GP01000100569,GP01,1,1196,GP011196,2015,ACMA3,1,5.8,1,1,15,ddc
GP01000100228,GP01,1,1899,GP011899,2015,TSHE,1,29.5,1,1,0,
GP01000100460,GP01,1,3801,GP013801,2015,TSHE,1,9.6,1,1,0,
GP01000100461,GP01,1,3802,GP013802,2015,TSHE,1,12.7,1,1,0,
GP01000100462,GP01,1,3803,GP013803,2015,TSHE,1,8.1,1,1,0,
GP01000100463,GP01,1,3804,GP013804,2015,ACMA3,1,13.2,1,1,0,
GP01000100464,GP01,1,3805,GP013805,2015,ACMA3,1,10.8,1,1,0,
GP01000100465,GP01,1,3806,GP013806,2015,ACMA3,1,12.1,1,1,5,
GP01000100466,GP01,1,3807,GP013807,2015,ACMA3,1,6.1,1,1,10,ddc
GP01000100467,GP01,1,3808,GP013808,2015,ACMA3,1,9,1,1,5,
GP01000100468,GP01,1,3810,GP013810,2015,TSHE,6,8.6,,,,
GP01000100469,GP01,1,3811,GP013811,2015,TSHE,6,5.3,,,,
GP01000100470,GP01,1,3812,GP013812,2015,TSHE,1,7.9,1,1,0,
GP01000100471,GP01,1,3813,GP013813,2015,ACMA3,1,7.7,1,1,10,
GP01000100472,GP01,1,3814,GP013814,2015,ACMA3,1,10.4,1,1,0,
GP01000100473,GP01,1,3815,GP013815,2015,ACMA3,1,13.2,1,1,0,
GP01000100474,GP01,1,3816,GP013816,2015,ACMA3,1,9.7,1,1,50,
GP01000100475,GP01,1,3817,GP013817,2015,TSHE,1,12.6,1,1,0,
GP01000100476,GP01,1,3818,GP013818,2015,TSHE,1,11.1,1,1,0,
GP01000100477,GP01,1,3819,GP013819,2015,TSHE,1,7,1,1,0,
GP01000100478,GP01,1,3820,GP013820,2015,TSHE,1,9.4,1,1,0,
GP01000100479,GP01,1,3821,GP013821,2015,TSHE,1,9.7,1,1,0,
GP01000100480,GP01,1,3822,GP013822,2015,ACMA3,1,10.5,1,1,0,
GP01000100481,GP01,1,3823,GP013823,2015,TSHE,1,11.5,1,1,0,
GP01000100482,GP01,1,3824,GP013824,2015,TSHE,1,15.9,1,1,0,
GP01000100483,GP01,1,3825,GP013825,2005,ALRU2,6,6.3,,,,
GP01000100484,GP01,1,3826,GP013826,2015,ALRU2,1,10,1,1,5,
GP01000100485,GP01,1,3827,GP013827,2015,ACMA3,1,21,1,1,0,"plus fog, placed at height of old nail"
GP01000100486,GP01,1,3828,GP013828,2015,ACMA3,1,15,1,1,0,
GP01000100487,GP01,1,3829,GP013829,2015,ACMA3,1,10.4,1,1,10,
GP01000100488,GP01,1,3830,GP013830,2015,ACMA3,1,16,1,1,5,
GP01000100489,GP01,1,3831,GP013831,2010,ACMA3,6,9.7,,,,
GP01000100490,GP01,1,3832,GP013832,2005,ACMA3,6,8.5,,,,
GP01000100491,GP01,1,3833,GP013833,2010,ACMA3,6,5.8,,,,
GP01000100492,GP01,1,3834,GP013834,2015,ACMA3,1,19.3,1,1,0,tag replaced
GP01000100493,GP01,1,3835,GP013835,2005,ACMA3,6,7.2,,,,
GP01000100494,GP01,1,3836,GP013836,2015,ACMA3,1,13.9,1,1,5,
GP01000100495,GP01,1,3837,GP013837,2015,TSHE,6,7.8,,,,
GP01000100496,GP01,1,3838,GP013838,2015,ACMA3,1,17.5,1,1,0,
GP01000100497,GP01,1,3839,GP013839,2010,ALRU2,6,6,,,,
GP01000100498,GP01,1,3840,GP013840,2015,TSHE,1,6.6,1,1,0,"fused with 7443 and 7442, ddc"
GP01000100499,GP01,1,3841,GP013841,2015,TSHE,6,6.5,,,,
GP01000100500,GP01,1,3842,GP013842,2015,TSHE,1,13,1,1,0,
GP01000100501,GP01,1,3843,GP013843,2015,TSHE,6,11,,,,
GP01000100502,GP01,1,3844,GP013844,2010,CONU4,6,5,,,,
GP01000100503,GP01,1,3845,GP013845,2005,TSHE,6,6.3,,,,
GP01000100504,GP01,1,3846,GP013846,2015,ACMA3,1,13.7,1,1,5,
GP01000100505,GP01,1,3847,GP013847,2010,ACMA3,6,5.7,,,,
GP01000100506,GP01,1,3848,GP013848,2015,TSHE,1,12.8,1,1,10,
GP01000100507,GP01,1,3849,GP013849,2015,TSHE,1,7,1,1,80,top broken
GP01000100508,GP01,1,3850,GP013850,2015,ALRU2,1,8.3,1,1,0,"ddc, conu species"
GP01000100509,GP01,1,3851,GP013851,2005,CONU4,6,5.5,,,,
GP01000100510,GP01,1,3852,GP013852,2015,TSHE,1,10.9,1,1,0,
GP01000100511,GP01,1,3853,GP013853,2015,ACMA3,1,25.9,1,1,0,
GP01000100512,GP01,1,3854,GP013854,2015,ACMA3,1,9.5,1,1,0,
GP01000100513,GP01,1,3855,GP013855,2015,ACMA3,1,10.5,1,1,10,
GP01000100514,GP01,1,3856,GP013856,2015,TSHE,1,11.8,1,1,0,
GP01000100515,GP01,1,3857,GP013857,2015,ACMA3,1,9.9,1,1,0,
GP01000100516,GP01,1,3858,GP013858,2015,CONU4,1,5.9,1,1,35,
GP01000100517,GP01,1,3859,GP013859,2015,TSHE,1,7.9,1,1,0,ddc
GP01000100518,GP01,1,3860,GP013860,2015,TSHE,1,11.4,1,1,0,
GP01000100519,GP01,1,3861,GP013861,2015,TSHE,1,6.3,1,1,0,ddc
GP01000100520,GP01,1,3862,GP013862,2015,ACMA3,1,12.8,1,1,5,
GP01000100393,GP01,1,7437,GP017437,2015,TSHE,1,8.7,1,1,0,ddc
GP01000100394,GP01,1,7438,GP017438,2015,TSHE,1,28.8,1,1,0,
GP01000100395,GP01,1,7439,GP017439,2015,TSHE,1,27.5,1,1,0,
GP01000100396,GP01,1,7440,GP017440,2015,TSHE,6,9.2,,,,
GP01000100397,GP01,1,7441,GP017441,2015,TSHE,1,17.4,1,1,0,
GP01000100398,GP01,1,7442,GP017442,2015,TSHE,1,14.9,1,1,0,fused with 3840 and 7443
GP01000100399,GP01,1,7443,GP017443,2015,TSHE,1,10.3,1,1,0,"ddc, fused with 3840 and 7442"
GP01000100400,GP01,1,7444,GP017444,2015,ACMA3,1,16.4,1,1,0,
GP01000100401,GP01,1,7446,GP017446,2015,ACMA3,6,10.7,,,,
GP01000100402,GP01,1,7447,GP017447,2015,ACMA3,1,17.6,1,1,0,
GP01000100403,GP01,1,7448,GP017448,2015,TSHE,1,13.5,1,1,0,
GP01000100404,GP01,1,7449,GP017449,2015,TSHE,1,11.2,1,1,0,
GP01000100405,GP01,1,7450,GP017450,2015,ACMA3,1,18.2,1,1,0,
GP01000100406,GP01,1,7451,GP017451,2015,ACMA3,1,13,1,1,45,"ddc, epicormic sprouts"
GP01000100407,GP01,1,7452,GP017452,2015,ACMA3,1,16.1,1,1,0,
GP01000100408,GP01,1,7453,GP017453,2015,TSHE,1,15.6,1,1,0,
GP01000100409,GP01,1,7454,GP017454,2015,TSHE,1,17.5,1,1,0,
GP01000100410,GP01,1,7455,GP017455,2015,ACMA3,1,21.4,1,1,5,
GP01000100411,GP01,1,7456,GP017456,2015,ACMA3,1,12.7,1,1,5,
GP01000100412,GP01,1,7457,GP017457,2015,TSHE,1,10.7,1,1,15,scrap on bole
GP01000100413,GP01,1,7458,GP017458,2015,ACMA3,1,22.8,1,1,0,
GP01000100414,GP01,1,7459,GP017459,2015,TSHE,1,11.5,1,1,0,
GP01000100415,GP01,1,7460,GP017460,2015,TSHE,1,19.1,1,1,0,
GP01000100416,GP01,1,7461,GP017461,2015,TSHE,1,23,1,1,0,
GP01000100417,GP01,1,7462,GP017462,2015,TSHE,1,17.3,1,1,0,
GP01000100418,GP01,1,7463,GP017463,2015,TSHE,1,12.2,1,1,0,
GP01000100419,GP01,1,7464,GP017464,2015,TSHE,1,10.7,1,1,0,
GP01000100420,GP01,1,7465,GP017465,2015,ACMA3,1,14.6,1,1,5,
GP01000100421,GP01,1,7466,GP017466,2015,ACMA3,1,17.4,1,1,0,
GP01000100422,GP01,1,7467,GP017467,2015,ACMA3,9,18.2,,,,"presumed dead, lots of decay here"
GP01000100423,GP01,1,7468,GP017468,2015,TSHE,1,12.3,1,1,0,
GP01000100424,GP01,1,7469,GP017469,2015,TSHE,1,12.5,1,1,0,
GP01000100425,GP01,1,7470,GP017470,2015,ACMA3,1,15.5,1,1,0,
GP01000100426,GP01,1,7472,GP017472,2015,TSHE,1,16.5,1,1,0,
GP01000100427,GP01,1,7473,GP017473,2015,TSHE,1,17.3,1,1,0,
GP01000100428,GP01,1,7474,GP017474,2015,TSHE,1,12.2,1,1,0,
GP01000100429,GP01,1,7476,GP017476,2015,TSHE,1,9.3,1,1,0,
GP01000100430,GP01,1,7477,GP017477,2015,TSHE,1,10.7,1,1,0,ddc
GP01000100431,GP01,1,7478,GP017478,2015,ACMA3,1,21.1,1,1,0,
GP01000100432,GP01,1,7479,GP017479,2015,TSHE,1,15.4,1,1,0,
GP01000100433,GP01,1,7480,GP017480,2015,TSHE,1,22.3,1,1,0,
GP01000100434,GP01,1,7481,GP017481,2015,ACMA3,1,12.5,1,1,10,
GP01000100435,GP01,1,7482,GP017482,2015,TSHE,1,12.5,1,1,0,
GP01000100436,GP01,1,7483,GP017483,2015,TSHE,1,17.5,1,1,0,
GP01000100437,GP01,1,7484,GP017484,2015,ACMA3,1,18.7,1,1,10,
GP01000100438,GP01,1,7485,GP017485,2015,ACMA3,1,21.5,1,1,0,
GP01000100439,GP01,1,7486,GP017486,2010,ACMA3,6,19.1,,,,
GP01000100440,GP01,1,7487,GP017487,2015,ACMA3,1,13.5,1,1,0,
GP01000100441,GP01,1,7488,GP017488,2015,ACMA3,1,18.9,1,1,0,
GP01000100442,GP01,1,7489,GP017489,2015,TSHE,1,16.9,1,1,0,sweep
GP01000100443,GP01,1,7490,GP017490,2015,ACMA3,6,13.2,,,,
GP01000100444,GP01,1,7491,GP017491,2015,ACMA3,1,18,1,1,0,
GP01000100445,GP01,1,7492,GP017492,2015,ACMA3,6,21.1,,,,
GP01000100446,GP01,1,7493,GP017493,2015,TSHE,1,19.5,1,2,90,"knocked over by 7879, green needles present"
GP01000100447,GP01,1,7494,GP017494,2015,CONU4,1,8.3,1,1,5,ddc
GP01000100448,GP01,1,7495,GP017495,2015,TSHE,1,10.8,1,1,0,
GP01000100449,GP01,1,7496,GP017496,2015,ACMA3,1,14.1,1,1,0,
GP01000100450,GP01,1,7497,GP017497,2015,TSHE,1,10.1,1,1,0,sweep
GP01000100451,GP01,1,7498,GP017498,2015,CONU4,1,8.8,1,1,0,ddc
GP01000100452,GP01,1,7499,GP017499,2015,TSHE,1,14.7,1,1,0,
GP01000100453,GP01,1,7500,GP017500,2015,TSHE,1,16.8,1,1,0,
GP01000100229,GP01,1,7801,GP017801,2015,TSHE,1,21.4,1,1,0,
GP01000100230,GP01,1,7802,GP017802,2015,TSHE,1,21.9,1,1,0,
GP01000100231,GP01,1,7803,GP017803,2015,ACMA3,1,25.4,1,1,0,
GP01000100232,GP01,1,7804,GP017804,2015,TSHE,1,8.2,1,1,15,ddc
GP01000100233,GP01,1,7805,GP017805,2015,TSHE,1,17.1,1,1,0,
GP01000100234,GP01,1,7806,GP017806,2015,CONU4,1,9.4,1,1,0,ddc
GP01000100235,GP01,1,7807,GP017807,2015,TSHE,1,16.8,1,1,0,
GP01000100236,GP01,1,7808,GP017808,2015,TSHE,1,33,1,1,0,
GP01000100237,GP01,1,7809,GP017809,2015,TSHE,1,10.6,1,1,0,ddc
GP01000100238,GP01,1,7810,GP017810,2015,TSHE,1,14.4,1,1,0,
GP01000100239,GP01,1,7811,GP017811,2015,TSHE,1,17.8,1,1,0,
GP01000100240,GP01,1,7812,GP017812,2015,TSHE,1,15.6,1,1,0,
GP01000100241,GP01,1,7813,GP017813,2015,TSHE,1,28.1,1,1,0,
GP01000100242,GP01,1,7814,GP017814,2015,TSHE,1,16.1,1,1,0,
GP01000100243,GP01,1,7815,GP017815,2015,TSHE,1,14.8,1,1,0,
GP01000100244,GP01,1,7816,GP017816,2015,ACMA3,1,26.8,1,1,0,
GP01000100245,GP01,1,7817,GP017817,2015,CONU4,1,9.6,1,1,20,"ddc, log at base"
GP01000100246,GP01,1,7818,GP017818,2015,TSHE,1,12.6,1,1,0,
GP01000100247,GP01,1,7819,GP017819,2015,TSHE,1,15.1,1,1,0,
GP01000100248,GP01,1,7820,GP017820,2015,TSHE,1,14.7,1,1,0,
GP01000100249,GP01,1,7821,GP017821,2015,TSHE,1,11.4,1,1,0,
GP01000100250,GP01,1,7822,GP017822,2005,TSHE,6,13.5,,,,
GP01000100251,GP01,1,7823,GP017823,2015,TSHE,1,9.4,1,1,0,ddc
GP01000100454,GP01,1,7824,GP017824,2015,TSHE,1,21.8,1,1,0,
GP01000100455,GP01,1,7825,GP017825,2015,TSHE,1,6.1,1,1,0,"ddc, sweep, suppressed"
GP01000100252,GP01,1,7826,GP017826,2015,TSHE,1,26.6,1,1,0,
GP01000100253,GP01,1,7827,GP017827,2015,TSHE,1,11,1,1,0,
GP01000100254,GP01,1,7828,GP017828,2015,TSHE,1,28.8,1,1,0,
GP01000100255,GP01,1,7829,GP017829,2015,TSHE,1,17.7,1,1,0,sweep
GP01000100256,GP01,1,7830,GP017830,2015,TSHE,1,25.7,1,1,0,
GP01000100257,GP01,1,7831,GP017831,2015,TSHE,1,20,1,1,0,
GP01000100258,GP01,1,7832,GP017832,1999,CONU4,1,6.2,,,,
GP01000100259,GP01,1,7833,GP017833,2010,TSHE,6,13.2,,,,
GP01000100260,GP01,1,7834,GP017834,2015,TSHE,1,21.8,1,1,0,
GP01000100261,GP01,1,7835,GP017835,2015,TSHE,1,20.7,1,1,5,
GP01000100262,GP01,1,7836,GP017836,2015,TSHE,1,32.2,1,1,0,
GP01000100570,GP01,1,7837,GP017837,2015,CONU4,1,5.5,1,1,5,ddc
GP01000100263,GP01,1,7838,GP017838,2005,TSHE,6,7.4,,,,
GP01000100264,GP01,1,7839,GP017839,2015,TSHE,1,27.2,1,1,0,
GP01000100265,GP01,1,7840,GP017840,2015,TSHE,1,33.2,1,1,0,
GP01000100266,GP01,1,7841,GP017841,2015,TSHE,6,9.3,,,,
GP01000100267,GP01,1,7842,GP017842,2015,TSHE,1,28.1,1,1,0,
GP01000100268,GP01,1,7843,GP017843,2015,TSHE,1,24,1,1,0,
GP01000100269,GP01,1,7844,GP017844,2015,TSHE,1,19,1,1,0,
GP01000100270,GP01,1,7845,GP017845,2015,ACMA3,1,29.2,1,1,0,
GP01000100271,GP01,1,7846,GP017846,2015,TSHE,1,22.1,1,1,0,sweep
GP01000100272,GP01,1,7847,GP017847,2015,TSHE,1,6.9,1,1,50,
GP01000100273,GP01,1,7848,GP017848,2015,TSHE,1,20.1,1,1,0,
GP01000100274,GP01,1,7849,GP017849,2015,TSHE,1,20.7,1,1,0,
GP01000100456,GP01,1,7850,GP017850,1999,ALRU2,6,4.6,,,,"missing in '99 and '05, assumed dead"
GP01000100275,GP01,1,7851,GP017851,2015,TSHE,1,13.1,1,1,50,
GP01000100276,GP01,1,7852,GP017852,2015,TSHE,1,25.1,1,1,5,sweep
GP01000100277,GP01,1,7853,GP017853,2015,TSHE,1,22.5,1,1,0,pitching wounds above bh
GP01000100278,GP01,1,7854,GP017854,2015,TSHE,1,19.5,1,1,0,
GP01000100279,GP01,1,7855,GP017855,2015,ACMA3,1,32.2,1,1,0,tag replaced
GP01000100280,GP01,1,7856,GP017856,2015,TSHE,1,42.3,1,1,0,
GP01000100281,GP01,1,7858,GP017858,2015,CONU4,1,7.9,1,1,85,pinned by logs
GP01000100282,GP01,1,7859,GP017859,2005,CONU4,6,5,,,,
GP01000100283,GP01,1,7860,GP017860,2015,ABAM,1,14,1,1,0,needles yellowing
GP01000100284,GP01,1,7861,GP017861,2015,TSHE,6,32.6,,,,conks
GP01000100285,GP01,1,7862,GP017862,1999,TSHE,6,6,,,,
GP01000100286,GP01,1,7863,GP017863,1999,TSHE,6,10,,,,
GP01000100287,GP01,1,7864,GP017864,2015,TSHE,1,18,1,1,45,
GP01000100288,GP01,1,7865,GP017865,2015,TSHE,1,23.5,1,1,0,
GP01000100289,GP01,1,7866,GP017866,2015,ACMA3,1,10,1,1,90,"one live sprout, ddc"
GP01000100290,GP01,1,7867,GP017867,2015,ACMA3,1,18.1,1,1,90,"broken top at 2m, reit leader"
GP01000100291,GP01,1,7868,GP017868,2015,TSHE,1,27.9,1,1,0,
GP01000100292,GP01,1,7869,GP017869,2015,TSHE,1,26.2,1,1,0,"swelling at dbh, tag replaced"
GP01000100293,GP01,1,7870,GP017870,2015,TSHE,1,24.6,1,1,0,
GP01000100294,GP01,1,7871,GP017871,2015,TSHE,1,30.1,1,1,0,"meas 2cm above nail due to swelling, gna"
GP01000100295,GP01,1,7872,GP017872,2015,ACMA3,1,12,1,1,5,
GP01000100296,GP01,1,7873,GP017873,2015,TSHE,1,15.1,1,1,0,
GP01000100297,GP01,1,7874,GP017874,2015,TSHE,1,27,1,1,0,
GP01000100298,GP01,1,7875,GP017875,2015,TSHE,1,20.4,1,1,0,
GP01000100299,GP01,1,7876,GP017876,2015,TSHE,1,17,1,1,0,
GP01000100300,GP01,1,7877,GP017877,2015,TSHE,1,31.1,1,1,0,
GP01000100301,GP01,1,7878,GP017878,2015,TSHE,1,10.5,1,1,0,
GP01000100302,GP01,1,7879,GP017879,2015,TSHE,1,38.4,1,2,90,green needles still
GP01000100303,GP01,1,7880,GP017880,2015,CONU4,1,8,1,1,10,
GP01000100304,GP01,1,7881,GP017881,2015,TSHE,1,27.8,1,1,0,
GP01000100305,GP01,1,7882,GP017882,2015,TSHE,6,17.2,,,,
GP01000100306,GP01,1,7883,GP017883,2015,TSHE,1,19.7,1,1,0,
GP01000100307,GP01,1,7884,GP017884,1999,TSHE,6,11.1,,,,cut !
GP01000100308,GP01,1,7885,GP017885,2015,TSHE,1,22.3,1,1,0,
GP01000100309,GP01,1,7886,GP017886,2015,TSHE,1,20.9,1,1,0,
GP01000100310,GP01,1,7887,GP017887,2015,TSHE,1,27.2,1,1,0,
GP01000100311,GP01,1,7888,GP017888,2015,TSHE,1,15.5,1,1,0,
GP01000100312,GP01,1,7889,GP017889,2015,TSHE,1,33.8,1,1,0,
GP01000100313,GP01,1,7890,GP017890,2015,TSHE,1,11.4,1,1,0,ddc
GP01000100314,GP01,1,7891,GP017891,2015,TSHE,1,14.4,1,1,0,
GP01000100315,GP01,1,7892,GP017892,2015,TSHE,1,20.2,1,1,0,
GP01000100316,GP01,1,7893,GP017893,2015,TSHE,1,10.6,1,1,0,"plus fog, tag placed at approx dbh"
GP01000100317,GP01,1,7894,GP017894,2015,TSHE,1,30.1,1,1,0,
GP01000100318,GP01,1,7895,GP017895,2015,TSHE,1,16.5,1,1,0,
GP01000100319,GP01,1,7896,GP017896,2015,TSHE,1,10.1,1,1,0,
GP01000100320,GP01,1,7897,GP017897,1999,TSHE,6,6.1,,,,
GP01000100321,GP01,1,7898,GP017898,2015,TSHE,1,10.2,1,1,0,
GP01000100322,GP01,1,7899,GP017899,2015,TSHE,1,16.1,1,1,0,
GP01000100323,GP01,1,7900,GP017900,2015,TSHE,1,14,1,1,0,bole scraped by fallen snag
GP01000100324,GP01,1,8501,GP018501,2015,TSHE,1,19.4,1,1,0,
GP01000100325,GP01,1,8502,GP018502,2015,TSHE,1,29.7,1,1,0,"nnt, sweep"
GP01000100326,GP01,1,8503,GP018503,2005,ALRU2,6,10.2,,,,no mort data collected in 2005
GP01000100327,GP01,1,8504,GP018504,2015,TSHE,1,36.2,1,1,0,
GP01000100328,GP01,1,8505,GP018505,2015,TSHE,1,12.7,1,1,0,sweep
GP01000100329,GP01,1,8506,GP018506,2015,ACMA3,1,25.6,1,1,0,
GP01000100330,GP01,1,8507,GP018507,2015,TSHE,1,26.5,1,1,0,
GP01000100331,GP01,1,8508,GP018508,2015,CONU4,1,9.4,1,1,0,ddc
GP01000100332,GP01,1,8509,GP018509,2015,TSHE,1,27,1,1,0,
GP01000100457,GP01,1,8510,GP018510,2015,TSHE,6,10.7,,,,
GP01000100333,GP01,1,8511,GP018511,2015,ACMA3,1,19.7,1,1,0,
GP01000100334,GP01,1,8512,GP018512,2015,TSHE,1,21.8,1,1,0,
GP01000100458,GP01,1,8513,GP018513,2015,ACMA3,1,9.8,1,1,20,
GP01000100335,GP01,1,8514,GP018514,2015,CONU4,1,8.3,1,1,5,
GP01000100336,GP01,1,8515,GP018515,2015,ACMA3,1,30.5,1,1,0,
GP01000100337,GP01,1,8516,GP018516,2015,TSHE,1,18.4,1,1,0,
GP01000100338,GP01,1,8517,GP018517,2015,TSHE,1,34.5,1,1,0,
GP01000100339,GP01,1,8518,GP018518,2015,ACMA3,1,23.7,1,1,0,
GP01000100340,GP01,1,8519,GP018519,2015,CONU4,1,7.4,1,1,0,"forked at 2.5m, ddc"
GP01000100341,GP01,1,8520,GP018520,2015,TSHE,1,14.6,1,1,0,
GP01000100342,GP01,1,8521,GP018521,2015,TSHE,1,13.3,1,1,0,
GP01000100343,GP01,1,8522,GP018522,2015,TSHE,1,29.6,1,1,0,
GP01000100344,GP01,1,8523,GP018523,2015,TSHE,1,16.7,1,1,0,
GP01000100345,GP01,1,8524,GP018524,2015,TSHE,1,17.1,1,1,0,
GP01000100346,GP01,1,8525,GP018525,2015,TSHE,1,13.4,1,1,0,
GP01000100347,GP01,1,8526,GP018526,2015,TSHE,1,13.3,1,1,0,
GP01000100459,GP01,1,8527,GP018527,2015,TSHE,1,6.9,1,1,0,ddc
GP01000100348,GP01,1,8528,GP018528,2015,TSHE,1,12.7,1,1,0,
GP01000100349,GP01,1,8529,GP018529,2015,TSHE,1,31.1,1,1,0,
GP01000100350,GP01,1,8530,GP018530,2015,TSHE,1,29.8,1,1,0,
GP01000100351,GP01,1,8531,GP018531,2015,TSHE,1,19.4,1,1,0,
GP01000100352,GP01,1,8532,GP018532,2015,TSHE,1,18.2,1,1,0,
GP01000100353,GP01,1,8533,GP018533,2015,TSHE,1,14.3,1,2,40,
GP01000100354,GP01,1,8534,GP018534,2015,TSHE,1,14.6,1,1,0,
GP01000100355,GP01,1,8535,GP018535,2015,TSHE,1,14.4,2,1,0,"broken top, nnt"
GP01000100356,GP01,1,8536,GP018536,2015,TSHE,1,16.5,1,1,0,
GP01000100357,GP01,1,8537,GP018537,2015,TSHE,6,9.4,,,,
GP01000100358,GP01,1,8538,GP018538,2015,TSHE,1,21.6,1,1,0,
GP01000100359,GP01,1,8539,GP018539,2015,TSHE,1,26,1,1,0,
GP01000100360,GP01,1,8540,GP018540,2005,TSHE,6,10.8,,,,
GP01000100361,GP01,1,8541,GP018541,2015,TSHE,6,7.8,,,,
GP01000100362,GP01,1,8542,GP018542,2015,TSHE,1,27,1,1,0,
GP01000100363,GP01,1,8543,GP018543,2015,TSHE,1,22.8,1,1,0,scars above bh
GP01000100364,GP01,1,8544,GP018544,2015,TSHE,1,15.3,1,1,0,
GP01000100365,GP01,1,8545,GP018545,2015,TSHE,1,22.7,1,1,0,
GP01000100366,GP01,1,8546,GP018546,2015,TSHE,1,25.5,1,1,0,
GP01000100367,GP01,1,8547,GP018547,2015,ACMA3,1,18,1,1,0,forked at 3m
GP01000100368,GP01,1,8548,GP018548,2015,TSHE,1,22.7,1,1,0,
GP01000100369,GP01,1,8550,GP018550,2015,TSHE,1,17.1,1,1,0,
GP01000100370,GP01,1,8551,GP018551,2015,TSHE,1,17.5,1,1,0,
GP01000100371,GP01,1,8552,GP018552,2015,TSHE,1,23.5,1,1,0,
GP01000100372,GP01,1,8553,GP018553,2015,TSHE,1,23.3,1,1,0,
GP01000100373,GP01,1,8554,GP018554,2015,TSHE,1,16.8,1,1,0,
GP01000100374,GP01,1,8555,GP018555,2015,TSHE,1,31,1,1,0,
GP01000100375,GP01,1,8556,GP018556,2005,TSHE,6,8.4,,,,
GP01000100376,GP01,1,8557,GP018557,1994,TSHE,6,5.5,,,,destroyed by logging cable
GP01000100377,GP01,1,8558,GP018558,1994,TSHE,6,6.7,,,,dead
GP01000100378,GP01,1,8559,GP018559,2010,TSHE,6,6.9,,,,
GP01000100379,GP01,1,8560,GP018560,2015,TSHE,1,35,1,1,0,
GP01000100380,GP01,1,8561,GP018561,2015,TSHE,1,19.5,1,1,0,
GP01000100381,GP01,1,8562,GP018562,2015,ALRU2,6,14.5,,,,
GP01000100382,GP01,1,8563,GP018563,2005,TSHE,6,8.8,,,,
GP01000100383,GP01,1,8564,GP018564,2015,TSHE,6,8.9,,,,
GP01000100384,GP01,1,8565,GP018565,2015,TSHE,1,26.3,1,1,0,"hug bole scars up to 3m, from fallen tree."
GP01000100385,GP01,1,8566,GP018566,2005,TSHE,6,18.5,,,,
GP01000100386,GP01,1,8567,GP018567,2015,TSHE,1,23.6,1,1,0,
GP01000100387,GP01,1,8568,GP018568,2010,TSHE,6,17.9,,,,
GP01000100388,GP01,1,8569,GP018569,1999,CONU4,6,6,,,,
GP01000100389,GP01,1,8570,GP018570,2015,TSHE,1,24.5,1,1,0,
GP01000100390,GP01,1,8600,GP018600,2015,TSHE,1,27.7,1,1,0,
GP01000100391,GP01,1,8858,GP018858,2015,TSHE,1,22.2,1,1,0,sweep
