TreeID,StandID,Plot,Tag,TempID,PrevYear,Species,PrevStatus,PrevDBH,PrevMS,PrevRT,PrevLA,PrevComments
CH42000100072,CH42,1,273,CH42273,2014,PSME,1,53.5,1,1,5,sweep
CH42000100073,CH42,1,274,CH42274,2014,TSHE,1,81.5,1,1,10,stilt
CH42000100074,CH42,1,275,CH42275,2014,PSME,1,89.8,1,1,0,
CH42000100075,CH42,1,276,CH42276,2014,TSHE,1,23,1,1,5,
CH42000100076,CH42,1,277,CH42277,1951,PSME,6,49,,,,
CH42000100077,CH42,1,278,CH42278,2014,PSME,1,88,1,1,5,sweep
CH42000100078,CH42,1,279,CH42279,2014,PSME,1,92,1,1,0,
CH42000100079,CH42,1,280,CH42280,2014,TSHE,1,42.3,1,1,10,
CH42000100080,CH42,1,281,CH42281,1957,PSME,6,36.8,,,,
CH42000100081,CH42,1,282,CH42282,2014,TSHE,1,89.3,1,1,0,
CH42000100082,CH42,1,283,CH42283,2014,TSHE,1,91.8,1,1,0,gna
CH42000100083,CH42,1,284,CH42284,2014,TSHE,1,28.7,1,1,0,
CH42000100084,CH42,1,285,CH42285,2014,PSME,1,94,1,1,0,"burls, sweep"
CH42000100085,CH42,1,286,CH42286,1983,PSME,6,39.6,,,,
CH42000100086,CH42,1,287,CH42287,2014,PSME,1,102,1,1,0,gna
CH42000100087,CH42,1,289,CH42289,2014,TSHE,1,45.6,1,1,0,small fork above bh
CH42000100088,CH42,1,290,CH42290,2014,PSME,1,67.8,1,1,0,"sweep, gna"
CH42000100089,CH42,1,291,CH42291,2014,PSME,1,76.7,1,1,5,
CH42000100090,CH42,1,292,CH42292,2014,PSME,1,89.1,1,1,0,"basal sweep, gna"
CH42000100091,CH42,1,293,CH42293,2014,TSHE,1,44.9,1,1,0,
CH42000100092,CH42,1,294,CH42294,1957,PSME,6,56.6,,,,
CH42000100093,CH42,1,295,CH42295,2014,PSME,1,100,1,1,0,
CH42000100094,CH42,1,296,CH42296,2014,TSHE,1,33.3,1,1,5,
CH42000100095,CH42,1,297,CH42297,2014,PSME,1,45.2,1,1,5,ddc
CH42000100096,CH42,1,298,CH42298,2014,TSHE,1,24.3,1,1,5,
CH42000100097,CH42,1,299,CH42299,1978,TSHE,6,3.3,,,,
CH42000100098,CH42,1,300,CH42300,2014,TSHE,1,28.9,1,1,5,sweep
CH42000100099,CH42,1,301,CH42301,1946,PSME,6,68.8,,,,
CH42000100100,CH42,1,302,CH42302,1946,PSME,6,57.4,,,,
CH42000100101,CH42,1,303,CH42303,1978,PSME,6,43.2,,,,
CH42000100102,CH42,1,304,CH42304,2014,PSME,1,65,1,1,0,leaning at top
CH42000100103,CH42,1,305,CH42305,2014,TSHE,1,31.1,1,1,0,
CH42000100104,CH42,1,306,CH42306,1994,PSME,6,62.2,,,,
CH42000100105,CH42,1,307,CH42307,1946,ALRU2,6,26.7,,,,
CH42000100106,CH42,1,308,CH42308,2014,TSHE,1,39.5,1,1,5,
CH42000100107,CH42,1,309,CH42309,2014,PSME,1,95.4,1,1,0,
CH42000100108,CH42,1,310,CH42310,2014,PSME,1,100.7,1,1,0,
CH42000100109,CH42,1,311,CH42311,1985,PSME,6,68.1,,,,
CH42000100110,CH42,1,312,CH42312,2014,TSHE,1,95.8,1,1,0,
CH42000100111,CH42,1,313,CH42313,1951,PSME,6,75.4,,,,
CH42000100112,CH42,1,314,CH42314,2014,TSHE,1,69.4,1,1,0,
CH42000100113,CH42,1,315,CH42315,2014,TSHE,1,13.2,1,1,0,flat top
CH42000100114,CH42,1,316,CH42316,1946,PSME,6,39.6,,,,
CH42000100115,CH42,1,317,CH42317,2014,PSME,1,56.3,1,1,0,
CH42000100116,CH42,1,319,CH42319,1978,PSME,6,50,,,,
CH42000100117,CH42,1,320,CH42320,1986,PSME,6,56.6,,,,
CH42000100118,CH42,1,321,CH42321,1957,PSME,6,31.2,,,,
CH42000100119,CH42,1,322,CH42322,2014,PSME,1,56.3,1,1,10,
CH42000100120,CH42,1,323,CH42323,2014,PSME,1,69.8,1,1,0,crook
CH42000100121,CH42,1,324,CH42324,2014,PSME,1,103.9,1,1,0,
CH42000100122,CH42,1,325,CH42325,1983,PSME,6,45.7,,,,
CH42000100123,CH42,1,326,CH42326,1957,PSME,6,27.9,,,,
CH42000100124,CH42,1,327,CH42327,2014,TSHE,1,26,1,1,0,
CH42000100125,CH42,1,328,CH42328,1983,PSME,6,41.4,,,,"/m 1989 #328 retagged #29, but remains #328 in data set"
CH42000100126,CH42,1,329,CH42329,1946,PSME,6,62,,,,
CH42000100127,CH42,1,330,CH42330,1978,ALRU2,6,42.7,,,,
CH42000100128,CH42,1,331,CH42331,1978,ALRU2,6,31.2,,,,
CH42000100129,CH42,1,332,CH42332,2014,TSHE,1,45.8,1,1,0,
CH42000100130,CH42,1,333,CH42333,1978,PSME,6,52.1,,,,
CH42000100131,CH42,1,334,CH42334,2014,PSME,1,81.8,1,1,0,gna
CH42000100132,CH42,1,335,CH42335,2014,TSHE,1,30.4,1,1,0,
CH42000100133,CH42,1,336,CH42336,1983,TSHE,6,8.1,,,,
CH42000100134,CH42,1,337,CH42337,1978,TSHE,6,7.6,,,,
CH42000100135,CH42,1,338,CH42338,1978,PSME,6,39.9,,,,
CH42000100136,CH42,1,339,CH42339,1994,TSHE,6,41.4,,,,
CH42000100137,CH42,1,340,CH42340,2014,PSME,1,89.1,1,1,0,
CH42000100138,CH42,1,341,CH42341,2014,TSHE,1,41.8,1,1,10,basal sweep
CH42000100139,CH42,1,342,CH42342,2014,PISI,6,20.6,,,,
CH42000100140,CH42,1,343,CH42343,1978,ALRU2,6,32.5,,,,
CH42000100141,CH42,1,344,CH42344,1978,ALRU2,6,39.1,,,,
CH42000100142,CH42,1,345,CH42345,1978,ALRU2,6,38.1,,,,
CH42000100143,CH42,1,346,CH42346,2014,TSHE,3,65.4,1,1,0,"both stems still alive (346,347), ul"
CH42000100144,CH42,1,347,CH42347,2014,TSHE,3,65.4,1,1,15,alive
CH42000100145,CH42,1,348,CH42348,1984,TSHE,6,7.4,,,,
CH42000100146,CH42,1,349,CH42349,2009,PSME,6,50.6,,,,
CH42000100147,CH42,1,350,CH42350,2014,TSHE,1,107.9,1,1,0,nnt
CH42000100148,CH42,1,351,CH42351,1983,TSHE,6,13,,,,
CH42000100149,CH42,1,352,CH42352,2014,TSHE,1,21.6,1,1,0,
CH42000100150,CH42,1,353,CH42353,1986,PSME,6,51.6,,,,
CH42000100151,CH42,1,354,CH42354,1978,ALRU2,6,34.3,,,,
CH42000100152,CH42,1,355,CH42355,2014,PSME,1,74.2,1,1,0,tag replaced
CH42000100153,CH42,1,356,CH42356,2014,TSHE,1,25.5,1,1,5,
,CH42,1,485,CH42485,2014,TSHE,1,5.8,1,1,5,from 273 2.00 m at 130 deg
CH42000100154,CH42,1,8982,CH428982,2014,TSHE,1,13.1,1,1,5,
GP01000100001,GP01,1,1,GP011,1937,PSME,6,25.9,,,,
GP01000100002,GP01,1,2,GP012,1983,PSME,6,26.7,,,,
GP01000100003,GP01,5,3,GP013,1952,PSME,6,36.6,,,,
GP01000100003,GP01,1,3,GP013,1952,PSME,6,36.6,,,,
GP01000100004,GP01,1,4,GP014,2010,PSME,6,51.2,,,,
GP01000100005,GP01,1,5,GP015,1972,PSME,6,25.7,,,,
GP01000100006,GP01,1,6,GP016,2015,PSME,1,83.5,1,1,0,"bark slough, gna"
GP01000100007,GP01,1,7,GP017,1957,PSME,6,45.5,,,,
GP01000100008,GP01,1,8,GP018,2015,PSME,1,78.1,1,1,0,gna
GP01000100009,GP01,1,9,GP019,2015,PSME,1,48.1,1,1,0,
GP01000100010,GP01,1,10,GP0110,1932,PSME,6,16,,,,
GP01000100011,GP01,1,11,GP0111,1932,PSME,6,35.3,,,,
GP01000100012,GP01,1,12,GP0112,2015,PSME,1,74.1,1,1,0,
GP01000100013,GP01,1,13,GP0113,1937,PSME,6,20.1,,,,
GP01000100014,GP01,1,14,GP0114,1994,PSME,6,49,,,,
GP01000100015,GP01,1,15,GP0115,1937,PSME,6,23.6,,,,
GP01000100016,GP01,1,16,GP0116,1937,PSME,6,23.9,,,,
GP01000100017,GP01,1,17,GP0117,1937,PSME,6,18,,,,
GP01000100018,GP01,1,18,GP0118,1937,PSME,6,25.7,,,,
GP01000100019,GP01,1,19,GP0119,1994,PSME,6,83.9,,,,
GP01000100020,GP01,1,20,GP0120,1943,PSME,6,25.7,,,,
GP01000100021,GP01,1,21,GP0121,2015,PSME,1,91.1,1,1,0,gna
GP01000100022,GP01,1,22,GP0122,1952,PSME,6,23.1,,,,
GP01000100023,GP01,1,23,GP0123,1943,PSME,6,36.1,,,,
GP01000100024,GP01,1,24,GP0124,1948,PSME,6,26.2,,,,
GP01000100025,GP01,1,25,GP0125,1994,PSME,6,81.1,,,,
GP01000100026,GP01,1,26,GP0126,1943,PSME,6,46,,,,
GP01000100027,GP01,1,27,GP0127,1937,PSME,6,31.2,,,,
GP01000100028,GP01,1,28,GP0128,2015,PSME,1,82.7,1,1,0,gna
GP01000100029,GP01,1,29,GP0129,1937,PSME,6,21.1,,,,
GP01000100030,GP01,1,30,GP0130,1943,PSME,6,22.1,,,,
GP01000100031,GP01,1,31,GP0131,1994,PSME,6,52,,,,
GP01000100032,GP01,1,32,GP0132,1994,PSME,6,39.2,,,,
GP01000100033,GP01,1,33,GP0133,1972,PSME,6,30.5,,,,
GP01000100034,GP01,1,34,GP0134,1943,PSME,6,19.8,,,,
GP01000100035,GP01,1,35,GP0135,1994,PSME,6,30.7,,,,
GP01000100036,GP01,1,36,GP0136,1994,PSME,6,93.3,,,,
GP01000100037,GP01,1,37,GP0137,1994,PSME,6,51.9,,,,
GP01000100038,GP01,1,38,GP0138,1994,PSME,6,71.8,,,,
GP01000100039,GP01,1,39,GP0139,1994,PSME,6,96.1,,,,
GP01000100040,GP01,1,40,GP0140,1932,PSME,6,14.5,,,,
GP01000100041,GP01,1,41,GP0141,2015,PSME,1,96,1,1,0,gna
GP01000100042,GP01,1,42,GP0142,1943,PSME,6,24.4,,,,
GP01000100043,GP01,1,43,GP0143,2015,PSME,1,53.2,1,1,0,
GP01000100044,GP01,1,44,GP0144,1972,PSME,6,49.5,,,,
GP01000100045,GP01,1,45,GP0145,1943,PSME,6,22.4,,,,
GP01000100046,GP01,1,46,GP0146,1983,PSME,6,36.6,,,,
GP01000100047,GP01,1,47,GP0147,1983,PSME,6,34,,,,
GP01000100048,GP01,1,48,GP0148,1983,PSME,6,82.3,,,,
GP01000100049,GP01,1,49,GP0149,2015,PSME,1,82,1,1,0,
GP01000100050,GP01,1,50,GP0150,1932,PSME,6,15.2,,,,
GP01000100051,GP01,1,51,GP0151,1983,PSME,6,66.3,,,,
GP01000100052,GP01,1,52,GP0152,1932,PSME,6,18,,,,
GP01000100053,GP01,1,53,GP0153,1994,PSME,6,49.1,,,,
GP01000100054,GP01,1,54,GP0154,1937,PSME,6,28.7,,,,
GP01000100055,GP01,1,55,GP0155,1994,PSME,6,63.3,,,,
GP01000100056,GP01,1,56,GP0156,1994,PSME,6,47.1,,,,
GP01000100057,GP01,1,57,GP0157,1932,PSME,6,20.3,,,,
GP01000100058,GP01,1,58,GP0158,1994,PSME,6,65,,,,
GP01000100059,GP01,1,59,GP0159,1952,PSME,6,25.9,,,,
GP01000100060,GP01,1,60,GP0160,1972,PSME,6,40.4,,,,
GP01000100061,GP01,1,61,GP0161,2015,PSME,1,107,1,1,0,gna
GP01000100062,GP01,1,62,GP0162,1937,PSME,6,24.9,,,,
GP01000100063,GP01,1,63,GP0163,1983,PSME,6,46,,,,
GP01000100064,GP01,1,64,GP0164,1937,PSME,6,22.4,,,,
GP01000100065,GP01,1,65,GP0165,2015,PSME,1,79.5,1,1,0,
GP01000100066,GP01,1,66,GP0166,2015,PSME,1,45.5,1,1,0,pitching
GP01000100067,GP01,1,67,GP0167,1983,PSME,6,45.7,,,,
GP01000100068,GP01,1,68,GP0168,1932,PSME,6,21.8,,,,
GP01000100069,GP01,1,69,GP0169,1983,PSME,6,70.4,,,,
GP01000100070,GP01,1,70,GP0170,1943,PSME,6,32.3,,,,
GP01000100071,GP01,1,71,GP0171,1952,PSME,6,34.5,,,,
GP01000100072,GP01,1,72,GP0172,2015,PSME,1,71.9,1,1,0,
GP01000100073,GP01,1,73,GP0173,1932,PSME,6,26.7,,,,
GP01000100074,GP01,1,74,GP0174,1994,PSME,6,78.1,,,,
GP01000100075,GP01,1,75,GP0175,2005,PSME,6,66.5,,,,
GP01000100076,GP01,1,76,GP0176,1937,PSME,6,17.3,,,,
GP01000100077,GP01,1,77,GP0177,2015,PSME,1,86,1,1,0,"gna, sweep"
GP01000100078,GP01,1,78,GP0178,2015,PSME,1,54.7,1,1,0,ddc
GP01000100079,GP01,1,79,GP0179,1983,PSME,6,61.2,,,,
GP01000100080,GP01,1,81,GP0181,1983,PSME,6,84.1,,,,
GP01000100081,GP01,1,82,GP0182,1937,PSME,6,19.1,,,,
GP01000100082,GP01,1,83,GP0183,2015,PSME,1,95.7,1,1,0,"gna, bark slough"
GP01000100083,GP01,1,84,GP0184,1994,PSME,6,38.5,,,,
GP01000100084,GP01,1,85,GP0185,1994,PSME,6,52.4,,,,
GP01000100085,GP01,1,86,GP0186,1994,PSME,6,78.8,,,,
GP01000100086,GP01,1,87,GP0187,1994,PSME,6,72.5,,,,
GP01000100087,GP01,1,88,GP0188,1994,PSME,6,75.4,,,,
GP01000100088,GP01,1,89,GP0189,1994,PSME,6,49,,,,
GP01000100089,GP01,1,90,GP0190,1987,PSME,6,38.6,,,,
GP01000100090,GP01,1,91,GP0191,1957,PSME,6,50.8,,,,
GP01000100091,GP01,1,92,GP0192,1972,PSME,6,35.3,,,,
GP01000100092,GP01,1,93,GP0193,1937,PSME,6,38.9,,,,
GP01000100093,GP01,1,94,GP0194,1972,PSME,6,42.2,,,,
GP01000100094,GP01,1,95,GP0195,1952,PSME,6,55.9,,,,
GP01000100095,GP01,1,96,GP0196,1994,PSME,6,57.3,,,,
GP01000100096,GP01,1,97,GP0197,1952,PSME,6,44.7,,,,
GP01000100097,GP01,1,98,GP0198,1972,PSME,6,41.1,,,,
GP01000100098,GP01,1,99,GP0199,1994,PSME,6,71.2,,,,
GP01000100099,GP01,1,100,GP01100,1957,PSME,6,43.9,,,,
GP01000100100,GP01,1,101,GP01101,1957,PSME,6,51.3,,,,
GP01000100101,GP01,1,102,GP01102,2005,PSME,6,75.9,,,,
GP01000100102,GP01,1,103,GP01103,1994,PSME,6,64.3,,,,
GP01000100103,GP01,1,104,GP01104,1957,PSME,6,42.4,,,,
GP01000100104,GP01,1,105,GP01105,1943,PSME,6,26.9,,,,
GP01000100105,GP01,1,106,GP01106,1994,PSME,6,54.1,,,,
GP01000100106,GP01,1,107,GP01107,1957,PSME,6,35.1,,,,
GP01000100107,GP01,1,108,GP01108,1994,PSME,6,60.3,,,,
GP01000100108,GP01,1,109,GP01109,1932,PSME,6,17,,,,
GP01000100109,GP01,1,110,GP01110,1994,PSME,6,57.5,,,,
GP01000100110,GP01,1,111,GP01111,1943,PSME,6,32,,,,
GP01000100111,GP01,1,112,GP01112,1994,PSME,6,73,,,,
GP01000100112,GP01,1,113,GP01113,1937,PSME,6,24.4,,,,
GP01000100113,GP01,1,114,GP01114,1994,PSME,6,69.3,,,,
GP01000100114,GP01,1,115,GP01115,1994,PSME,6,94.2,,,,
GP01000100115,GP01,1,116,GP01116,1972,PSME,6,35.3,,,,
GP01000100116,GP01,1,117,GP01117,1972,PSME,6,30.2,,,,
GP01000100117,GP01,1,118,GP01118,1932,PSME,6,29.2,,,,
GP01000100118,GP01,1,119,GP01119,2015,PSME,1,82.8,1,1,0,"gna, sweep"
GP01000100119,GP01,1,120,GP01120,1994,PSME,6,45.2,,,,
GP01000100120,GP01,1,121,GP01121,1994,PSME,6,68.6,,,,
GP01000100121,GP01,1,122,GP01122,1994,PSME,6,41.9,,,,
GP01000100122,GP01,1,123,GP01123,1972,PSME,6,39.4,,,,
GP01000100123,GP01,1,124,GP01124,1994,PSME,6,74.4,,,,
GP01000100124,GP01,1,125,GP01125,1994,PSME,6,55.3,,,,
GP01000100125,GP01,1,126,GP01126,1983,PSME,6,35.3,,,,
GP01000100126,GP01,1,127,GP01127,1994,PSME,6,58.6,,,,
GP01000100127,GP01,1,128,GP01128,1937,PSME,6,27.7,,,,
GP01000100128,GP01,1,129,GP01129,1943,PSME,6,30,,,,
GP01000100129,GP01,1,130,GP01130,1994,PSME,6,55.9,,,,
GP01000100130,GP01,1,131,GP01131,1937,PSME,6,21.6,,,,
GP01000100131,GP01,1,132,GP01132,2015,PSME,1,69.2,1,1,0,
GP01000100132,GP01,1,133,GP01133,1937,PSME,6,14.5,,,,
GP01000100133,GP01,1,134,GP01134,1972,PSME,6,51.6,,,,
GP01000100134,GP01,1,135,GP01135,1948,PSME,6,27.2,,,,
GP01000100135,GP01,1,136,GP01136,1994,PSME,6,78.3,,,,
GP01000100136,GP01,1,137,GP01137,1994,PSME,6,57.6,,,,
GP01000100137,GP01,1,138,GP01138,1952,PSME,6,25.7,,,,
GP01000100138,GP01,1,139,GP01139,1937,PSME,6,19.6,,,,
GP01000100139,GP01,1,140,GP01140,2015,PSME,1,78,1,1,0,"bark slough, mossy, gna"
GP01000100140,GP01,1,141,GP01141,1932,PSME,6,27.9,,,,
GP01000100141,GP01,1,142,GP01142,2015,PSME,1,39.9,1,1,0,"old 143 tag placed on dead 143 snag, 142 tag replaced,143 is 2.3m at 304 from tree 142"
GP01000100142,GP01,1,143,GP01143,1994,PSME,6,57.5,,,,
GP01000100143,GP01,1,144,GP01144,1972,PSME,6,63.8,,,,
GP01000100144,GP01,1,145,GP01145,1952,PSME,6,23.9,,,,
GP01000100145,GP01,1,146,GP01146,1943,PSME,6,19.3,,,,
GP01000100146,GP01,1,147,GP01147,1952,PSME,6,59.4,,,,
GP01000100147,GP01,1,148,GP01148,1952,PSME,6,35.6,,,,
GP01000100148,GP01,1,149,GP01149,1937,PSME,6,19.1,,,,
GP01000100149,GP01,1,150,GP01150,1932,PSME,6,36.8,,,,
GP01000100150,GP01,1,151,GP01151,1957,PSME,6,51.8,,,,
GP01000100151,GP01,1,152,GP01152,2015,PSME,1,104,1,1,0,"gna, bark slough"
GP01000100152,GP01,1,153,GP01153,2015,PSME,1,96.4,1,1,0,gna
GP01000100153,GP01,1,154,GP01154,1932,PSME,6,20.8,,,,
GP01000100154,GP01,1,155,GP01155,1957,PSME,6,35.6,,,,
GP01000100155,GP01,1,156,GP01156,1943,PSME,6,42.2,,,,
GP01000100156,GP01,1,157,GP01157,1987,PSME,6,32,,,,
GP01000100157,GP01,1,158,GP01158,1999,PSME,6,37.5,,,,
GP01000100158,GP01,1,159,GP01159,1937,PSME,6,17.8,,,,
GP01000100159,GP01,1,160,GP01160,2015,PSME,1,67.7,1,1,0,tag replaced
GP01000100160,GP01,1,161,GP01161,2015,PSME,1,76.4,1,1,0,
GP01000100161,GP01,1,162,GP01162,1932,PSME,6,19.6,,,,
GP01000100162,GP01,1,163,GP01163,2015,PSME,6,66.4,,,,
GP01000100163,GP01,1,164,GP01164,1937,PSME,6,24.1,,,,
GP01000100164,GP01,1,165,GP01165,1994,PSME,6,68.3,,,,
GP01000100165,GP01,1,166,GP01166,1994,PSME,6,56.3,,,,
GP01000100166,GP01,1,167,GP01167,1943,PSME,6,41.7,,,,
GP01000100167,GP01,1,168,GP01168,1983,PSME,6,34,,,,
GP01000100168,GP01,1,169,GP01169,2015,PSME,1,52,1,1,0,
GP01000100169,GP01,1,170,GP01170,2015,PSME,1,65.6,1,1,0,
GP01000100170,GP01,1,171,GP01171,1994,PSME,6,44.8,,,,
GP01000100171,GP01,1,172,GP01172,1994,PSME,6,32.7,,,,
GP01000100172,GP01,1,173,GP01173,2015,PSME,1,82.9,1,1,0,butt swell
GP01000100173,GP01,1,174,GP01174,1972,PSME,6,54.1,,,,
GP01000100174,GP01,1,175,GP01175,1972,PSME,6,52.1,,,,
GP01000100175,GP01,1,176,GP01176,1932,PSME,6,30.2,,,,
GP01000100176,GP01,1,177,GP01177,1994,PSME,6,48.2,,,,
GP01000100177,GP01,1,178,GP01178,1972,PSME,6,56.9,,,,
GP01000100178,GP01,1,179,GP01179,2015,PSME,1,96.8,1,1,5,"ddc, gna, sweep"
GP01000100179,GP01,1,180,GP01180,1952,PSME,6,39.1,,,,
GP01000100180,GP01,1,181,GP01181,2015,PSME,1,70.1,1,1,0,"gna, bark to bh covered in nst coloned fungus"
GP01000100181,GP01,1,182,GP01182,1989,PSME,6,47.2,,,,
GP01000100182,GP01,1,183,GP01183,2015,PSME,1,89.3,1,1,0,gna
GP01000100183,GP01,1,184,GP01184,1972,PSME,6,41.4,,,,
GP01000100184,GP01,1,185,GP01185,1983,PSME,6,46.2,,,,
GP01000100185,GP01,1,186,GP01186,2015,PSME,1,104.8,1,1,5,gna
GP01000100186,GP01,1,187,GP01187,1932,PSME,6,29.7,,,,
GP01000100187,GP01,1,188,GP01188,2015,PSME,1,84.1,1,1,10,"gna, sweep"
GP01000100188,GP01,1,189,GP01189,2015,PSME,6,43.8,,,,
GP01000100189,GP01,1,190,GP01190,1937,PSME,6,31,,,,
GP01000100190,GP01,1,191,GP01191,2015,PSME,1,57.4,1,1,0,
GP01000100191,GP01,1,192,GP01192,2015,PSME,1,88.6,1,1,0,gna
GP01000100192,GP01,1,193,GP01193,2015,PSME,1,69.8,1,1,0,conks
GP01000100193,GP01,1,194,GP01194,1932,PSME,6,29.2,,,,
GP01000100194,GP01,1,195,GP01195,1983,PSME,6,50.8,,,,
GP01000100195,GP01,1,196,GP01196,1972,PSME,6,30.5,,,,
GP01000100196,GP01,1,197,GP01197,1932,PSME,6,24.9,,,,
GP01000100197,GP01,1,198,GP01198,1972,PSME,6,73.7,,,,
GP01000100198,GP01,1,199,GP01199,1932,PSME,6,30.5,,,,
GP01000100199,GP01,1,200,GP01200,1972,PSME,6,49,,,,
GP01000100200,GP01,1,310,GP01310,1972,PSME,6,25.9,,,,
GP01000100201,GP01,1,311,GP01311,1972,PSME,6,55.1,,,,
GP01000100202,GP01,1,312,GP01312,2015,PSME,1,68.8,1,1,0,
GP01000100203,GP01,1,313,GP01313,1972,PSME,6,60.7,,,,
GP01000100204,GP01,1,314,GP01314,1994,PSME,6,39.6,,,,crushed by cut tree
GP01000100205,GP01,1,315,GP01315,1937,PSME,6,45.5,,,,
GP01000100206,GP01,1,316,GP01316,2015,PSME,1,96.8,1,1,0,
GP01000100207,GP01,1,317,GP01317,2015,PSME,1,66.8,1,1,0,sweep
GP01000100208,GP01,1,319,GP01319,2015,PSME,1,67.6,1,1,0,
GP01000100209,GP01,1,320,GP01320,2015,PSME,1,60.3,1,1,15,
GP01000100210,GP01,1,321,GP01321,1983,PSME,6,61.2,,,,
GP01000100211,GP01,1,322,GP01322,1937,PSME,6,19.1,,,,
GP01000100212,GP01,1,323,GP01323,1983,PSME,6,53.6,,,,
GP01000100213,GP01,1,324,GP01324,1957,PSME,6,31.2,,,,
GP01000100214,GP01,1,325,GP01325,1994,PSME,6,79.2,,,,
GP01000100215,GP01,1,330,GP01330,1972,PSME,6,30.5,,,,
GP01000100216,GP01,1,331,GP01331,1932,PSME,6,18,,,,
GP01000100217,GP01,1,332,GP01332,1932,PSME,6,25.9,,,,
GP01000100218,GP01,1,333,GP01333,1994,PSME,6,41.2,,,,
GP01000100219,GP01,1,334,GP01334,1994,PSME,6,35.8,,,,
GP01000100220,GP01,1,335,GP01335,1957,PSME,6,29.2,,,,
GP01000100221,GP01,1,336,GP01336,2015,PSME,1,64.7,1,1,0,
GP01000100222,GP01,1,337,GP01337,1994,PSME,6,39.3,,,,
GP01000100223,GP01,1,338,GP01338,1948,PSME,6,18.8,,,,
GP01000100224,GP01,1,339,GP01339,1943,PSME,6,20.1,,,,
GP01000100225,GP01,1,340,GP01340,1943,PSME,6,20.6,,,,
GP01000100226,GP01,1,341,GP01341,1994,PSME,6,88.9,,,,
GP01000100227,GP01,1,342,GP01342,1932,PSME,6,20.3,,,,
GP01000100571,GP01,1,400,GP01400,2015,TSHE,6,5.5,,,,
GP01000100572,GP01,1,402,GP01402,2015,TSHE,1,5.4,1,1,5,
GP01000100573,GP01,1,418,GP01418,2015,TSHE,1,6.9,1,1,0,
GP01000100574,GP01,1,419,GP01419,2015,TSHE,1,6.4,1,1,5,
GP01000100575,GP01,1,420,GP01420,2015,TSHE,1,7.1,1,1,0,sweep
GP01000100576,GP01,1,438,GP01438,2015,TSHE,1,6.7,1,1,0,
GP01000100577,GP01,1,439,GP01439,2015,ACMA3,1,5.8,1,1,15,ddc
GP01000100578,GP01,1,440,GP01440,2015,ACMA3,6,7.8,,,,
GP01000100579,GP01,1,441,GP01441,2015,ACMA3,1,6.1,2,1,5,"broken at 2.5m, strripped crown, broken by 7879, scar on bole"
GP01000100580,GP01,1,442,GP01442,2015,ACMA3,1,5.5,1,1,30,
GP01000100581,GP01,1,443,GP01443,2015,ACMA3,1,5.4,1,1,40,ddc
GP01000100582,GP01,1,444,GP01444,2015,ACMA3,1,8.3,1,1,0,
GP01000100583,GP01,1,445,GP01445,2015,CONU4,9,5.1,,,,crushed by debris?
GP01000100584,GP01,1,446,GP01446,2015,ACMA3,9,5.2,,,,crushed by debris?
GP01000100585,GP01,1,447,GP01447,2015,ACMA3,1,10.8,1,1,0,
GP01000100586,GP01,1,448,GP01448,2015,ACMA3,1,13.2,1,1,0,
,GP01,1,555,GP01555,2015,TSHE,2,5.2,1,1,0,se
,GP01,1,556,GP01556,2015,TSHE,2,5,1,1,5,se
,GP01,1,557,GP01557,2015,ACMA3,2,5.1,1,1,5,se
,GP01,1,558,GP01558,2015,TSHE,2,5.1,1,1,0,ne
,GP01,1,559,GP01559,2015,ACMA3,2,5.1,1,1,5,"ne, may be out of plot?"
,GP01,1,560,GP01560,2015,CONU4,2,5.8,1,1,10,ne
GP01000100258,GP01,1,1108,GP011108,2015,CONU4,6,6.1,,,,
GP01000100522,GP01,1,1109,GP011109,2015,ACMA3,1,11.4,1,1,0,
GP01000100523,GP01,1,1110,GP011110,2010,TSHE,6,5,,,,"change species code in db to tshe, not tsme"
GP01000100524,GP01,1,1111,GP011111,2015,ACMA3,1,6.4,1,1,10,ddc
GP01000100525,GP01,1,1112,GP011112,2015,ACMA3,1,6.5,1,1,45,"meas 10cm below dbh, pinned by log, nail placed at new dbh, from 8554; 2.8 ma plus 90 degree"
GP01000100526,GP01,1,1113,GP011113,2015,TSHE,1,7.1,1,1,0,
GP01000100527,GP01,1,1114,GP011114,2015,TSHE,6,6.7,,,,
GP01000100528,GP01,1,1115,GP011115,2015,ACMA3,1,9.9,1,1,5,
GP01000100529,GP01,1,1116,GP011116,2015,PSME,1,8.3,1,1,0,
GP01000100530,GP01,1,1117,GP011117,2015,ACMA3,1,8.8,1,1,0,
GP01000100531,GP01,1,1118,GP011118,2015,ACMA3,1,10.5,1,1,0,crook
GP01000100532,GP01,1,1119,GP011119,2015,PSME,1,6.4,1,1,5,ddc
GP01000100533,GP01,1,1120,GP011120,2015,ACMA3,1,7.9,1,1,0,
GP01000100534,GP01,1,1121,GP011121,2015,TSHE,1,7.9,1,1,35,
GP01000100535,GP01,1,1122,GP011122,2015,ACMA3,1,9.2,1,1,0,
GP01000100536,GP01,1,1123,GP011123,2015,ACMA3,1,11.8,1,1,0,sweep
GP01000100537,GP01,1,1124,GP011124,2015,ACMA3,1,17,1,1,0,
GP01000100538,GP01,1,1125,GP011125,2015,ACMA3,1,6.5,1,1,45,ddc
GP01000100539,GP01,1,1126,GP011126,2015,ACMA3,1,11.2,1,1,0,
